:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0345,AC1049-S02-C05,AC1049-S02,AC1049,Bearing wear,MINOR,2024-09-21T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0346,AC1049-S02-C02,AC1049-S02,AC1049,Bearing wear,MINOR,2024-09-27T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0347,AC1050-S01-C01,AC1050-S01,AC1050,Bearing wear,MAJOR,2024-09-28T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0348,AC1052-S01-C05,AC1052-S01,AC1052,Bearing wear,MAJOR,2024-08-15T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0349,AC1052-S01-C01,AC1052-S01,AC1052,Bearing wear,MAJOR,2024-08-22T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0350,AC1052-S01-C01,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-08-27T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0351,AC1052-S01-C02,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-08-31T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0352,AC1052-S01-C02,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-06T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0353,AC1052-S01-C02,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-09T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0354,AC1052-S01-C03,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-13T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0355,AC1052-S01-C03,AC1052-S01,AC1052,Overheat,MAJOR,2024-09-16T16:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0356,AC1052-S01-C03,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-17T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0357,AC1052-S01-C01,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-20T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0358,AC1052-S01-C03,AC1052-S01,AC1052,Sensor drift,MINOR,2024-09-22T12:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0359,AC1052-S01-C01,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-23T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0360,AC1052-S01-C04,AC1052-S01,AC1052,Vibration exceedance,CRITICAL,2024-09-26T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0361,AC1052-S01-C01,AC1052-S01,AC1052,Overheat,CRITICAL,2024-09-28T12:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0362,AC1052-S02-C02,AC1052-S02,AC1052,Bearing wear,MINOR,2024-08-26T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0363,AC1052-S02-C02,AC1052-S02,AC1052,Bearing wear,MAJOR,2024-08-30T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0364,AC1052-S02-C02,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-02T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0365,AC1052-S02-C05,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-06T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0366,AC1052-S02-C04,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-11T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0367,AC1052-S02-C01,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-14T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0368,AC1052-S02-C04,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-18T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0369,AC1052-S02-C01,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-21T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0370,AC1052-S02-C04,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-25T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0371,AC1052-S02-C03,AC1052-S02,AC1052,Vibration exceedance,CRITICAL,2024-09-28T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0372,AC1053-S01-C04,AC1053-S01,AC1053,Bearing wear,MINOR,2024-08-25T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0373,AC1053-S01-C04,AC1053-S01,AC1053,Bearing wear,MINOR,2024-08-30T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0374,AC1053-S01-C01,AC1053-S01,AC1053,Bearing wear,MAJOR,2024-09-05T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0375,AC1053-S01-C01,AC1053-S01,AC1053,Bearing wear,MINOR,2024-09-09T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0376,AC1053-S01-C05,AC1053-S01,AC1053,Vibration exceedance,CRITICAL,2024-09-15T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0377,AC1053-S01-C01,AC1053-S01,AC1053,Vibration exceedance,CRITICAL,2024-09-18T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0378,AC1053-S01-C02,AC1053-S01,AC1053,Vibration exceedance,CRITICAL,2024-09-21T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0379,AC1053-S01-C01,AC1053-S01,AC1053,Vibration exceedance,CRITICAL,2024-09-24T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0380,AC1053-S01-C01,AC1053-S01,AC1053,Vibration exceedance,CRITICAL,2024-09-28T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0381,AC1053-S02-C01,AC1053-S02,AC1053,Sensor drift,MINOR,2024-09-14T04:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0382,AC1053-S02-C03,AC1053-S02,AC1053,Bearing wear,MINOR,2024-09-14T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0383,AC1053-S02-C03,AC1053-S02,AC1053,Bearing wear,MAJOR,2024-09-18T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0384,AC1053-S02-C05,AC1053-S02,AC1053,Bearing wear,MINOR,2024-09-23T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0385,AC1053-S02-C02,AC1053-S02,AC1053,Bearing wear,MAJOR,2024-09-26T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0386,AC1055-S01-C05,AC1055-S01,AC1055,Bearing wear,MAJOR,2024-08-01T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0387,AC1055-S01-C03,AC1055-S01,AC1055,Bearing wear,MAJOR,2024-08-05T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0388,AC1055-S01-C04,AC1055-S01,AC1055,Bearing wear,MAJOR,2024-08-08T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0389,AC1055-S01-C03,AC1055-S01,AC1055,Bearing wear,MINOR,2024-08-12T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0390,AC1055-S01-C04,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-08-18T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0391,AC1055-S01-C01,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-08-22T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0392,AC1055-S01-C03,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-08-25T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0393,AC1055-S01-C04,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-08-29T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0394,AC1055-S01-C03,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-01T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0395,AC1055-S01-C03,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-05T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0396,AC1055-S01-C04,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-08T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0397,AC1055-S01-C03,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-11T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0398,AC1055-S01-C02,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-14T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0399,AC1055-S01-C04,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-17T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0400,AC1055-S01-C02,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-21T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0401,AC1055-S01-C04,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-25T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0402,AC1055-S01-C05,AC1055-S01,AC1055,Vibration exceedance,CRITICAL,2024-09-28T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0403,AC1055-S02-C03,AC1055-S02,AC1055,Bearing wear,MAJOR,2024-09-07T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0404,AC1055-S02-C05,AC1055-S02,AC1055,Bearing wear,MINOR,2024-09-11T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0405,AC1055-S02-C01,AC1055-S02,AC1055,Bearing wear,MINOR,2024-09-14T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0406,AC1055-S02-C01,AC1055-S02,AC1055,Bearing wear,MAJOR,2024-09-19T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0407,AC1055-S02-C02,AC1055-S02,AC1055,Bearing wear,MAJOR,2024-09-22T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0408,AC1055-S02-C02,AC1055-S02,AC1055,Vibration exceedance,CRITICAL,2024-09-28T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0409,AC1056-S01-C01,AC1056-S01,AC1056,Bearing wear,MINOR,2024-08-19T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0410,AC1056-S01-C04,AC1056-S01,AC1056,Bearing wear,MAJOR,2024-08-25T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0411,AC1056-S01-C05,AC1056-S01,AC1056,Bearing wear,MAJOR,2024-09-01T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0412,AC1056-S01-C05,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-06T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0413,AC1056-S01-C03,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-11T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0414,AC1056-S01-C03,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-14T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0415,AC1056-S01-C01,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-17T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0416,AC1056-S01-C01,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-21T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0417,AC1056-S01-C03,AC1056-S01,AC1056,Vibration exceedance,CRITICAL,2024-09-25T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0418,AC1056-S02-C04,AC1056-S02,AC1056,Bearing wear,MAJOR,2024-09-20T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0419,AC1056-S02-C02,AC1056-S02,AC1056,Bearing wear,MAJOR,2024-09-26T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0420,AC1058-S01-C02,AC1058-S01,AC1058,Bearing wear,MAJOR,2024-09-16T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0421,AC1058-S01-C05,AC1058-S01,AC1058,Bearing wear,MINOR,2024-09-24T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0422,AC1058-S01-C05,AC1058-S01,AC1058,Bearing wear,MAJOR,2024-09-28T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0423,AC1058-S02-C02,AC1058-S02,AC1058,Bearing wear,MINOR,2024-08-15T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0424,AC1058-S02-C04,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-08-22T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0425,AC1058-S02-C04,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-08-27T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0426,AC1058-S02-C02,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-08-30T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0427,AC1058-S02-C03,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-02T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0428,AC1058-S02-C04,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-07T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0429,AC1058-S02-C05,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-10T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0430,AC1058-S02-C05,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-14T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0431,AC1058-S02-C05,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-17T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0432,AC1058-S02-C03,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-21T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0433,AC1058-S02-C04,AC1058-S02,AC1058,Vibration exceedance,CRITICAL,2024-09-24T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0434,AC1059-S01-C02,AC1059-S01,AC1059,Overheat,MAJOR,2024-09-18T15:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0435,AC1059-S01-C03,AC1059-S01,AC1059,Overheat,MAJOR,2024-09-22T12:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0436,AC1059-S01-C02,AC1059-S01,AC1059,Overheat,MAJOR,2024-09-25T22:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0437,AC1060-S02-C02,AC1060-S02,AC1060,Bearing wear,MAJOR,2024-09-22T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0438,AC1060-S02-C05,AC1060-S02,AC1060,Bearing wear,MINOR,2024-09-26T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0439,AC1061-S01-C04,AC1061-S01,AC1061,Bearing wear,MINOR,2024-08-13T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0440,AC1061-S01-C05,AC1061-S01,AC1061,Bearing wear,MINOR,2024-08-19T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0441,AC1061-S01-C04,AC1061-S01,AC1061,Bearing wear,MINOR,2024-08-22T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0442,AC1061-S01-C02,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-08-25T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0443,AC1061-S01-C03,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-08-28T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0444,AC1061-S01-C03,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-01T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0445,AC1061-S01-C04,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-04T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0446,AC1061-S01-C02,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-07T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0447,AC1061-S01-C04,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-11T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0448,AC1061-S01-C02,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-14T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0449,AC1061-S01-C04,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-18T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0450,AC1061-S01-C02,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-22T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0451,AC1061-S01-C01,AC1061-S01,AC1061,Vibration exceedance,CRITICAL,2024-09-26T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0452,AC1061-S02-C05,AC1061-S02,AC1061,Overheat,CRITICAL,2024-09-22T06:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0453,AC1061-S02-C05,AC1061-S02,AC1061,Sensor drift,MINOR,2024-09-26T09:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0454,AC1061-S02-C03,AC1061-S02,AC1061,Bearing wear,MAJOR,2024-09-28T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0455,AC1062-S02-C03,AC1062-S02,AC1062,Bearing wear,MINOR,2024-08-29T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0456,AC1062-S02-C02,AC1062-S02,AC1062,Bearing wear,MAJOR,2024-09-02T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0457,AC1062-S02-C04,AC1062-S02,AC1062,Overheat,MAJOR,2024-09-03T08:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0458,AC1062-S02-C02,AC1062-S02,AC1062,Bearing wear,MAJOR,2024-09-08T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0459,AC1062-S02-C01,AC1062-S02,AC1062,Bearing wear,MINOR,2024-09-11T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0460,AC1062-S02-C02,AC1062-S02,AC1062,Bearing wear,MINOR,2024-09-15T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0461,AC1062-S02-C04,AC1062-S02,AC1062,Overheat,MAJOR,2024-09-16T15:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0462,AC1062-S02-C05,AC1062-S02,AC1062,Vibration exceedance,CRITICAL,2024-09-18T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0463,AC1062-S02-C02,AC1062-S02,AC1062,Sensor drift,MINOR,2024-09-21T02:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0464,AC1062-S02-C04,AC1062-S02,AC1062,Vibration exceedance,CRITICAL,2024-09-21T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0465,AC1062-S02-C03,AC1062-S02,AC1062,Vibration exceedance,CRITICAL,2024-09-25T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0466,AC1062-S02-C02,AC1062-S02,AC1062,Vibration exceedance,CRITICAL,2024-09-28T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0467,AC1063-S01-C02,AC1063-S01,AC1063,Bearing wear,MAJOR,2024-08-03T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0468,AC1063-S01-C05,AC1063-S01,AC1063,Bearing wear,MAJOR,2024-08-07T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0469,AC1063-S01-C05,AC1063-S01,AC1063,Bearing wear,MAJOR,2024-08-10T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0470,AC1063-S01-C01,AC1063-S01,AC1063,Bearing wear,MAJOR,2024-08-13T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0471,AC1063-S01-C05,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-08-17T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0472,AC1063-S01-C03,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-08-21T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0473,AC1063-S01-C02,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-08-25T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0474,AC1063-S01-C03,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-08-29T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0475,AC1063-S01-C02,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-02T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0476,AC1063-S01-C02,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-05T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0477,AC1063-S01-C03,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-08T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0478,AC1063-S01-C04,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-11T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0479,AC1063-S01-C03,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-15T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0480,AC1063-S01-C04,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-19T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0481,AC1063-S01-C01,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-23T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0482,AC1063-S01-C04,AC1063-S01,AC1063,Vibration exceedance,CRITICAL,2024-09-26T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0483,AC1063-S01-C02,AC1063-S01,AC1063,Sensor drift,MINOR,2024-09-28T22:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0484,AC1063-S02-C04,AC1063-S02,AC1063,Bearing wear,MAJOR,2024-08-14T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0485,AC1063-S02-C05,AC1063-S02,AC1063,Bearing wear,MINOR,2024-08-20T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0486,AC1063-S02-C03,AC1063-S02,AC1063,Bearing wear,MAJOR,2024-08-23T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0487,AC1063-S02-C02,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-08-28T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0488,AC1063-S02-C01,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-08-31T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0489,AC1063-S02-C02,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-06T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0490,AC1063-S02-C01,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-12T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0491,AC1063-S02-C03,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-15T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0492,AC1063-S02-C05,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-18T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0493,AC1063-S02-C04,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-22T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0494,AC1063-S02-C05,AC1063-S02,AC1063,Vibration exceedance,CRITICAL,2024-09-25T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0495,AC1064-S01-C02,AC1064-S01,AC1064,Bearing wear,MAJOR,2024-09-27T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0496,AC1064-S02-C03,AC1064-S02,AC1064,Bearing wear,MINOR,2024-09-21T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0497,AC1064-S02-C05,AC1064-S02,AC1064,Bearing wear,MAJOR,2024-09-25T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0498,AC1065-S01-C05,AC1065-S01,AC1065,Bearing wear,MAJOR,2024-08-20T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0499,AC1065-S01-C04,AC1065-S01,AC1065,Bearing wear,MINOR,2024-08-25T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0500,AC1065-S01-C03,AC1065-S01,AC1065,Bearing wear,MINOR,2024-08-28T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0501,AC1065-S01-C01,AC1065-S01,AC1065,Bearing wear,MINOR,2024-08-31T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0502,AC1065-S01-C03,AC1065-S01,AC1065,Bearing wear,MAJOR,2024-09-07T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0503,AC1065-S01-C05,AC1065-S01,AC1065,Vibration exceedance,CRITICAL,2024-09-11T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0504,AC1065-S01-C01,AC1065-S01,AC1065,Vibration exceedance,CRITICAL,2024-09-14T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0505,AC1065-S01-C03,AC1065-S01,AC1065,Vibration exceedance,CRITICAL,2024-09-19T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0506,AC1065-S01-C05,AC1065-S01,AC1065,Vibration exceedance,CRITICAL,2024-09-22T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0507,AC1065-S01-C05,AC1065-S01,AC1065,Vibration exceedance,CRITICAL,2024-09-26T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0508,AC1065-S02-C02,AC1065-S02,AC1065,Bearing wear,MAJOR,2024-09-09T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0509,AC1065-S02-C01,AC1065-S02,AC1065,Bearing wear,MAJOR,2024-09-15T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0510,AC1065-S02-C02,AC1065-S02,AC1065,Bearing wear,MAJOR,2024-09-19T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0511,AC1065-S02-C03,AC1065-S02,AC1065,Bearing wear,MAJOR,2024-09-25T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0512,AC1065-S02-C05,AC1065-S02,AC1065,Bearing wear,MAJOR,2024-09-28T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0513,AC1068-S01-C03,AC1068-S01,AC1068,Bearing wear,MAJOR,2024-09-04T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0514,AC1068-S01-C01,AC1068-S01,AC1068,Bearing wear,MINOR,2024-09-11T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0515,AC1068-S01-C02,AC1068-S01,AC1068,Bearing wear,MINOR,2024-09-16T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
